TEAM,PLAYER,POSITION,SCHOOL,Rating,Year.Selection,Overall sel,Pos.conv,Rated,last,first,fuzzy_key
Dallas Cowboys,J.J. Wilcox,SS,Georgia Southern,,2013_80,80,DB,No,Wilcox,J.J.,wil.j.coxj.j
New York Giants,Damontre Moore,DE,Texas A&M,0.8764,2013_81,81,DL,Yes,Moore,Damontre,mootreoredam
New Orleans Saints,John Jenkins,NT,Georgia,,2013_82,82,DL,No,Jenkins,John,jenohninsjoh
New England Patriots,Logan Ryan,CB,Rutgers,0.8938,2013_83,83,DB,Yes,Ryan,Logan,ryaganyanlog
Cincinnati Bengals,Shawn Williams,SS,Georgia,0.8795,2013_84,84,DB,Yes,Williams,Shawn,wilawnamssha
Washington Redskins,Jordan Reed,TE,Florida,0.9266,2013_85,85,TE,Yes,Reed,Jordan,reedaneedjor
Indianapolis Colts,Hugh Thornton,OG,Illinois,0.8639,2013_86,86,OL,Yes,Thornton,Hugh,thoughtonhug
Seattle Seahawks,Jordan Hill,DT,Penn State,,2013_87,87,DL,No,Hill,Jordan,hildanilljor
San Francisco 49ers,Corey Lemonier,LB,Auburn,0.9731,2013_88,88,LB,Yes,Lemonier,Corey,lemreyiercor
Houston Texans,Brennan Williams,OT,North Carolina,0.92,2013_89,89,OL,Yes,Williams,Brennan,wilnanamsbre
Denver Broncos,Kayvon Webster,CB,South Florida,0.8795,2013_90,90,DB,Yes,Webster,Kayvon,webvonterkay
New England Patriots,Duron Harmon,SS,Rutgers,0.8653,2013_91,91,DB,Yes,Harmon,Duron,harronmondur
St. Louis Rams,Stedman Bailey,WR,West Virginia,0.8875,2013_92,92,WR,Yes,Bailey,Stedman,baimanleyste
Miami Dolphins,Will Davis,CB,Utah State,0.8561,2013_93,93,DB,Yes,Davis,Will,davillviswil
Baltimore Ravens,Brandon Williams,DT,Missouri Southern State,0.9927,2013_94,94,DL,Yes,Williams,Brandon,wildonamsbra
Houston Texans,Sam Montgomery,LB,LSU,0.9745,2013_95,95,LB,Yes,Montgomery,Sam,monsamerysam
Kansas City Chiefs,Knile Davis,RB,Arkansas,0.9127,2013_96,96,RB,Yes,Davis,Knile,davileviskni
Tennessee Titans,Zaviar Gooden,OLB,Missouri,0.8778,2013_97,97,LB,Yes,Gooden,Zaviar,gooiardenzav
Philadelphia Eagles,Matt Barkley,QB,USC,0.9993,2013_98,98,QB,Yes,Barkley,Matt,barattleymat
Kansas City Chiefs,Nico Johnson,ILB,Alabama,0.9905,2013_99,99,LB,Yes,Johnson,Nico,johicosonnic
Tampa Bay Buccaneers,Akeem Spence,DT,Illinois,0.8542,2013_100,100,DL,Yes,Spence,Akeem,speeemnceake
Jacksonville Jaguars,Ace Sanders,WR,South Carolina,0.8688,2013_101,101,WR,Yes,Sanders,Ace,sanaceersace
New England Patriots,Josh Boyce,WR,Texas Christian,0.8604,2013_102,102,WR,Yes,Boyce,Josh,boyoshycejos
Arizona Cardinals,Alex Okafor,LB,Texas,0.98,2013_103,103,LB,Yes,Okafor,Alex,okalexforale
Miami Dolphins,Jelani Jenkins,LB,Florida,0.9971,2013_104,104,LB,Yes,Jenkins,Jelani,jenaniinsjel
Buffalo Bills,Duke Williams,FS,Nevada,,2013_105,105,DB,No,Williams,Duke,wilukeamsduk
Miami Dolphins,Dion Sims,TE,Michigan State,0.8906,2013_106,106,TE,Yes,Sims,Dion,simionimsdio
Tennessee Titans,Brian Schwenke,C,California,0.8715,2013_107,107,OL,Yes,Schwenke,Brian,schiannkebri
Carolina Panthers,Edmund Kugbila,G,Valdosta State,,2013_108,108,OL,No,Kugbila,Edmund,kugundilaedm
Green Bay Packers,David Bakhtiari,OT,Colorado,,2013_109,109,OL,No,Bakhtiari,David,bakvidaridav
New York Giants,Ryan Nassib,QB,Syracuse,,2013_110,110,QB,No,Nassib,Ryan,nasyansibrya
Pittsburgh Steelers,Shamarko Thomas,SS,Syracuse,,2013_111,111,DB,No,Thomas,Shamarko,thorkomassha
Oakland Raiders,Tyler Wilson,QB,Arkansas,0.9366,2013_112,112,QB,Yes,Wilson,Tyler,willersontyl
St. Louis Rams,Barrett Jones,OG,Alabama,0.9269,2013_113,113,OL,Yes,Jones,Barrett,jonettnesbar
Dallas Cowboys,B.W. Webb,CB,William & Mary,,2013_114,114,DB,No,Webb,B.W.,web.w.ebbb.w
Pittsburgh Steelers,Landry Jones,QB,Oklahoma,0.9497,2013_115,115,QB,Yes,Jones,Landry,jondryneslan
Arizona Cardinals,Earl Watford,OG,James Madison,,2013_116,116,OL,No,Watford,Earl,watarlordear
Chicago Bears,Khaseem Greene,OLB,Rutgers,,2013_117,117,LB,No,Greene,Khaseem,greeemenekha
Cincinnati Bengals,Sean Porter,OLB,Texas A&M,0.8556,2013_118,118,LB,Yes,Porter,Sean,poreantersea
Washington Redskins,Phillip Thomas,SS,Fresno State,0.8556,2013_119,119,DB,Yes,Thomas,Phillip,tholipmasphi
Minnesota Vikings,Gerald Hodges,OLB,Penn State,0.9207,2013_120,120,LB,Yes,Hodges,Gerald,hodaldgesger
Indianapolis Colts,Khaled Holmes,C,USC,0.9457,2013_121,121,OL,Yes,Holmes,Khaled,holledmeskha
Green Bay Packers,JC Tretter,T,Cornell,,2013_122,122,OL,No,Tretter,JC,trejcterjc
Seattle Seahawks,Chris Harper,WR,Kansas State,0.9366,2013_123,123,WR,Yes,Harper,Chris,harrisperchr
Houston Texans,Trevardo Williams,OLB,Connecticut,,2013_124,124,LB,No,Williams,Trevardo,wilrdoamstre
Green Bay Packers,Johnathan Franklin,RB,UCLA,0.8943,2013_125,125,RB,Yes,Franklin,Johnathan,frahanlinjoh
Tampa Bay Buccaneers,William Gholston,DE,Michigan State,0.9899,2013_126,126,DL,Yes,Gholston,William,ghoiamtonwil
Atlanta Falcons,Malliciah Goodman,DE,Clemson,0.97,2013_127,127,DL,Yes,Goodman,Malliciah,gooiahmanmal
San Francisco 49ers,Quinton Patton,WR,Louisiana Tech,,2013_128,128,WR,No,Patton,Quinton,pattontonqui
Baltimore Ravens,John Simon,LB,Ohio State,0.9183,2013_129,129,LB,Yes,Simon,John,simohnmonjoh
Baltimore Ravens,Kyle Juszczyk,RB,Harvard,,2013_130,130,RB,No,Juszczyk,Kyle,jusylezykkyl
San Francisco 49ers,Marcus Lattimore,RB,South Carolina,0.9953,2013_131,131,RB,Yes,Lattimore,Marcus,latcusoremar
Detroit Lions,Devin Taylor,DE,South Carolina,0.8333,2013_132,132,DL,Yes,Taylor,Devin,tayvinlordev
Atlanta Falcons,Levine Toilolo,TE,Stanford,0.9117,2013_133,133,TE,Yes,Toilolo,Levine,toiineololev
Indianapolis Colts,Andrew Luck,QB,Stanford,0.9782,2012_1,1,QB,Yes,Luck,Andrew,lucrewuckand
Washington Redskins,Robert Griffin,QB,Baylor,,2012_2,2,QB,No,Griffin,Robert,griertfinrob
Cleveland Browns,Trent Richardson,RB,Alabama,0.9972,2012_3,3,RB,Yes,Richardson,Trent,ricentsontre
Minnesota Vikings,Matt Kalil,T,USC,0.9892,2012_4,4,OL,Yes,Kalil,Matt,kalattlilmat
Jacksonville Jaguars,Justin Blackmon,WR,Oklahoma State,0.8528,2012_5,5,WR,Yes,Blackmon,Justin,blatinmonjus
Dallas Cowboys,Morris Claiborne,CB,LSU,0.8715,2012_6,6,DB,Yes,Claiborne,Morris,clarisrnemor
Tampa Bay Buccaneers,Mark Barron,DB,Alabama,0.9665,2012_7,7,DB,Yes,Barron,Mark,bararkronmar
Miami Dolphins,Ryan Tannehill,QB,Texas A&M,0.851,2012_8,8,QB,Yes,Tannehill,Ryan,tanyanillrya
Carolina Panthers,Luke Kuechly,LB,Boston College,0.8684,2012_9,9,LB,Yes,Kuechly,Luke,kueukehlyluk
Buffalo Bills,Stephon Gilmore,CB,South Carolina,0.9812,2012_10,10,DB,Yes,Gilmore,Stephon,gilhonoreste
Kansas City Chiefs,Dontari Poe,NT,Memphis,,2012_11,11,DL,No,Poe,Dontari,poearipoedon
Philadelphia Eagles,Fletcher Cox,DT,Mississippi State,0.9254,2012_12,12,DL,Yes,Cox,Fletcher,coxhercoxfle
Arizona Cardinals,Michael Floyd,WR,Notre Dame,0.9914,2012_13,13,WR,Yes,Floyd,Michael,floaeloydmic
St. Louis Rams,Michael Brockers,DT,LSU,0.9169,2012_14,14,DL,Yes,Brockers,Michael,broaelersmic
Seattle Seahawks,Bruce Irvin,DE,West Virginia,,2012_15,15,DL,No,Irvin,Bruce,irvucevinbru
New York Jets,Quinton Coples,DE,North Carolina,0.9131,2012_16,16,DL,Yes,Coples,Quinton,coptonlesqui
Cincinnati Bengals,Dre Kirkpatrick,CB,Alabama,0.9918,2012_17,17,DB,Yes,Kirkpatrick,Dre,kirdreickdre
San Diego Chargers,Melvin Ingram,LB,South Carolina,0.8875,2012_18,18,LB,Yes,Ingram,Melvin,ingvinrammel
Chicago Bears,Shea McClellin,DE,Boise State,,2012_19,19,DL,No,McClellin,Shea,mcchealinshe
Tennessee Titans,Kendall Wright,WR,Baylor,0.9082,2012_20,20,WR,Yes,Wright,Kendall,wriallghtken
New England Patriots,Chandler Jones,DE,Syracuse,0.8478,2012_21,21,DL,Yes,Jones,Chandler,jonlernescha
Cleveland Browns,Brandon Weeden,QB,Oklahoma State,,2012_22,22,QB,No,Weeden,Brandon,weedondenbra
Detroit Lions,Riley Reiff,T,Iowa,0.8639,2012_23,23,OL,Yes,Reiff,Riley,reileyiffril
Pittsburgh Steelers,David DeCastro,G,Stanford,0.8847,2012_24,24,OL,Yes,DeCastro,David,decvidtrodav
New England Patriots,Dont'a Hightower,LB,Alabama,0.8938,2012_25,25,LB,Yes,Hightower,Dont'a,higt'awerdon
Houston Texans,Whitney Mercilus,LB,Illinois,0.8542,2012_26,26,LB,Yes,Mercilus,Whitney,merneyluswhi
Cincinnati Bengals,Kevin Zeitler,G,Wisconsin,0.8556,2012_27,27,OL,Yes,Zeitler,Kevin,zeivinlerkev
Green Bay Packers,Nick Perry,LB,USC,0.9713,2012_28,28,LB,Yes,Perry,Nick,perickrrynic
Minnesota Vikings,Harrison Smith,DB,Notre Dame,0.8875,2012_29,29,DB,Yes,Smith,Harrison,smisonithhar
San Francisco 49ers,A.J. Jenkins,WR,Illinois,0.8916,2012_30,30,WR,Yes,Jenkins,A.J.,jen.j.insa.j
Tampa Bay Buccaneers,Doug Martin,RB,Boise State,,2012_31,31,RB,No,Martin,Doug,marougtindou
New York Giants,David Wilson,RB,Virginia Tech,0.9585,2012_32,32,RB,Yes,Wilson,David,wilvidsondav
St. Louis Rams,Brian Quick,WR,Appalachian State,,2012_33,33,WR,No,Quick,Brian,quiianickbri
Indianapolis Colts,Coby Fleener,TE,Stanford,0.8333,2012_34,34,TE,Yes,Fleener,Coby,fleobynercob
Baltimore Ravens,Courtney Upshaw,LB,Alabama,0.95,2012_35,35,LB,Yes,Upshaw,Courtney,upsneyhawcou
Denver Broncos,Derek Wolfe,DT,Cincinnati,,2012_36,36,DL,No,Wolfe,Derek,wolreklfeder
Cleveland Browns,Mitchell Schwartz,T,California,0.8576,2012_37,37,OL,Yes,Schwartz,Mitchell,schellrtzmit
Jacksonville Jaguars,Andre Branch,DE,Clemson,,2012_38,38,DL,No,Branch,Andre,bradrenchand
St. Louis Rams,Janoris Jenkins,CB,North Alabama,0.9744,2012_39,39,DB,Yes,Jenkins,Janoris,jenrisinsjan
Carolina Panthers,Amini Silatolu,G,Midwestern State,,2012_40,40,OL,No,Silatolu,Amini,silinioluami
Buffalo Bills,Cordy Glenn,T,Georgia,0.9108,2012_41,41,OL,Yes,Glenn,Cordy,glerdyenncor
Miami Dolphins,Jonathan Martin,T,Stanford,0.8764,2012_42,42,OL,Yes,Martin,Jonathan,marhantinjon
New York Jets,Stephen Hill,WR,Georgia Tech,0.8782,2012_43,43,WR,Yes,Hill,Stephen,hilhenillste
Kansas City Chiefs,Jeff Allen,T,Illinois,0.8778,2012_44,44,OL,Yes,Allen,Jeff,allefflenjef
Chicago Bears,Alshon Jeffery,WR,South Carolina,0.9487,2012_45,45,WR,Yes,Jeffery,Alshon,jefhoneryals
Philadelphia Eagles,Mychal Kendricks,LB,California,0.8559,2012_46,46,LB,Yes,Kendricks,Mychal,kenhalcksmyc
Seattle Seahawks,Bobby Wagner,LB,Utah State,,2012_47,47,LB,No,Wagner,Bobby,wagbbynerbob
New England Patriots,Tavon Wilson,FS,Illinois,0.8542,2012_48,48,DB,Yes,Wilson,Tavon,wilvonsontav
San Diego Chargers,Kendall Reyes,DE,Connecticut,,2012_49,49,DL,No,Reyes,Kendall,reyallyesken
St. Louis Rams,Isaiah Pead,RB,Cincinnati,,2012_50,50,RB,No,Pead,Isaiah,peaiaheadisa
Green Bay Packers,Jerel Worthy,DE,Michigan State,,2012_51,51,DL,No,Worthy,Jerel,worrelthyjer
Tennessee Titans,Zach Brown,LB,North Carolina,,2012_52,52,LB,No,Brown,Zach,broachownzac
Cincinnati Bengals,Devon Still,DT,Penn State,0.9382,2012_53,53,DL,Yes,Still,Devon,stivonilldev
Detroit Lions,Ryan Broyles,WR,Oklahoma,0.8844,2012_54,54,WR,Yes,Broyles,Ryan,broyanlesrya
Atlanta Falcons,Peter Konz,G,Wisconsin,0.8781,2012_55,55,OL,Yes,Konz,Peter,konteronzpet
Pittsburgh Steelers,Mike Adams,T,Ohio State,0.9887,2012_56,56,OL,Yes,Adams,Mike,adaikeamsmik
Denver Broncos,Brock Osweiler,QB,Arizona State,0.8528,2012_57,57,QB,Yes,Osweiler,Brock,oswocklerbro
Tampa Bay Buccaneers,Lavonte David,LB,Nebraska,,2012_58,58,LB,No,David,Lavonte,davntevidlav
Philadelphia Eagles,Vinny Curry,DE,Marshall,,2012_59,59,DL,No,Curry,Vinny,curnnyrryvin
Baltimore Ravens,Kelechi Osemele,T,Iowa State,,2012_60,60,OL,No,Osemele,Kelechi,osechielekel
San Francisco 49ers,LaMichael James,RB,Oregon,,2012_61,61,RB,No,James,LaMichael,jamaelmeslam
Green Bay Packers,Casey Hayward,CB,Vanderbilt,0.8333,2012_62,62,DB,Yes,Hayward,Casey,hayseyardcas
New York Giants,Rueben Randle,WR,LSU,0.9967,2012_63,63,WR,Yes,Randle,Rueben,ranbendlerue
Indianapolis Colts,Dwayne Allen,TE,Clemson,0.9381,2012_64,64,TE,Yes,Allen,Dwayne,allynelendwa
St. Louis Rams,Trumaine Johnson,CB,Montana,,2012_65,65,DB,No,Johnson,Trumaine,johinesontru
Minnesota Vikings,Josh Robinson,CB,Central Florida,0.8906,2012_66,66,DB,Yes,Robinson,Josh,roboshsonjos
Denver Broncos,Ronnie Hillman,RB,San Diego State,,2012_67,67,RB,No,Hillman,Ronnie,hilniemanron
Houston Texans,DeVier Posey,WR,Ohio State,0.9769,2012_68,68,WR,Yes,Posey,DeVier,posierseydev
Buffalo Bills,T.J. Graham,WR,North Carolina State,0.8431,2012_69,69,WR,Yes,Graham,T.J.,gra.j.hamt.j
Jacksonville Jaguars,Bryan Anger,P,California,,2012_70,70,P,No,Anger,Bryan,angyangerbry
Washington Redskins,Josh Leribeus,G,Southern Methodist,0.8333,2012_71,71,OL,Yes,Leribeus,Josh,lerosheusjos
Miami Dolphins,Olivier Vernon,DE,Miami (Fla.),0.9214,2012_72,72,DL,Yes,Vernon,Olivier,veriernonoli
San Diego Chargers,Brandon Taylor,SS,LSU,0.9249,2012_73,73,DB,Yes,Taylor,Brandon,taydonlorbra
Kansas City Chiefs,Donald Stephenson,T,Oklahoma,0.8701,2012_74,74,OL,Yes,Stephenson,Donald,stealdsondon
Seattle Seahawks,Russell Wilson,QB,Wisconsin,,2012_75,75,QB,No,Wilson,Russell,wilellsonrus
Houston Texans,Brandon Brooks,G,Miami (Ohio),0.8556,2012_76,76,OL,Yes,Brooks,Brandon,brodonoksbra
New York Jets,Demario Davis,LB,Arkansas State,,2012_77,77,LB,No,Davis,Demario,davriovisdem
Miami Dolphins,Michael Egnew,TE,Missouri,,2012_78,78,TE,No,Egnew,Michael,egnaelnewmic
Chicago Bears,Brandon Hardin,FS,Oregon State,,2012_79,79,DB,No,Hardin,Brandon,hardondinbra
Arizona Cardinals,Jamell Fleming,CB,Oklahoma,0.8844,2012_80,80,DB,Yes,Fleming,Jamell,fleellingjam
Dallas Cowboys,Tyrone Crawford,DE,Boise State,,2012_81,81,DL,No,Crawford,Tyrone,craoneordtyr
Tennessee Titans,Mike Martin,DT,Michigan,0.9107,2012_82,82,DL,Yes,Martin,Mike,mariketinmik
Cincinnati Bengals,Mohamed Sanu,WR,Rutgers,0.8604,2012_83,83,WR,Yes,Sanu,Mohamed,sanmedanumoh
Baltimore Ravens,Bernard Pierce,RB,Temple,,2012_84,84,RB,No,Pierce,Bernard,pieardrceber
Detroit Lions,Dwight Bentley,CB,Louisiana-Lafayette,,2012_85,85,DB,No,Bentley,Dwight,benghtleydwi
Pittsburgh Steelers,Sean Spence,LB,Miami (Fla.),0.9694,2012_86,86,LB,Yes,Spence,Sean,speeanncesea
Cleveland Browns,John Hughes,DT,Cincinnati,,2012_87,87,DL,No,Hughes,John,hugohnhesjoh
Philadelphia Eagles,Nick Foles,QB,Arizona,0.851,2012_88,88,QB,Yes,Foles,Nick,folicklesnic
New Orleans Saints,Akiem Hicks,DT,Regina (Canada),,2012_89,89,DL,No,Hicks,Akiem,hiciemcksaki
New England Patriots,Jake Bequette,DE,Arkansas,0.8333,2012_90,90,DL,Yes,Bequette,Jake,beqakettejak
Atlanta Falcons,Lamar Holmes,T,Southern Mississippi,,2012_91,91,OL,No,Holmes,Lamar,holmarmeslam
Indianapolis Colts,T.Y. Hilton,WR,Florida International,,2012_92,92,WR,No,Hilton,T.Y.,hil.y.tont.y
Cincinnati Bengals,Brandon Thompson,DT,Clemson,0.9713,2012_93,93,DL,Yes,Thompson,Brandon,thodonsonbra
New York Giants,Jayron Hosley,CB,Virginia Tech,0.9129,2012_94,94,DB,Yes,Hosley,Jayron,hosronleyjay
Oakland Raiders,Tony Bergstrom,G,Utah,0.8556,2012_95,95,OL,Yes,Bergstrom,Tony,beronyromton
St. Louis Rams,Chris Givens,WR,Wake Forest,,2012_96,96,WR,No,Givens,Chris,givrisenschr
Miami Dolphins,Lamar Miller,RB,Miami (Fla.),0.9677,2012_97,97,RB,Yes,Miller,Lamar,milmarlerlam
Baltimore Ravens,Gino Gradkowski,G,Delaware,0.8701,2012_98,98,OL,Yes,Gradkowski,Gino,grainoskigin
Houston Texans,Ben Jones,C,Georgia,0.9156,2012_99,99,OL,Yes,Jones,Ben,jonbennesben
Cleveland Browns,Travis Benjamin,WR,Miami (Fla.),0.9259,2012_100,100,WR,Yes,Benjamin,Travis,benvismintra
Denver Broncos,Omar Bolden,CB,Arizona State,0.9,2012_101,101,DB,Yes,Bolden,Omar,bolmardenoma
Washington Redskins,Kirk Cousins,QB,Michigan State,,2012_102,102,QB,No,Cousins,Kirk,couirkinskir
Carolina Panthers,Frank Alexander,DE,Oklahoma,0.8844,2012_103,103,DL,Yes,Alexander,Frank,aleankderfra
Carolina Panthers,Joe Adams,WR,Arkansas,0.9302,2012_104,104,WR,Yes,Adams,Joe,adajoeamsjoe
Buffalo Bills,Nigel Bradham,LB,Florida State,0.9893,2012_105,105,LB,Yes,Bradham,Nigel,bragelhamnig
Seattle Seahawks,Robert Turbin,RB,Utah State,,2012_106,106,RB,No,Turbin,Robert,turertbinrob
Kansas City Chiefs,Devon Wylie,WR,Fresno State,,2012_107,107,WR,No,Wylie,Devon,wylvonliedev
Denver Broncos,Philip Blake,C,Baylor,,2012_108,108,OL,No,Blake,Philip,blalipakephi
Pittsburgh Steelers,Alameda Ta'amu,DT,Washington,0.9036,2012_109,109,DL,Yes,Ta'amu,Alameda,ta'edaamuala
San Diego Chargers,Ladarius Green,TE,Louisiana-Lafayette,,2012_110,110,TE,No,Green,Ladarius,greiuseenlad
Chicago Bears,Evan Rodriguez,TE,Temple,0.8733,2012_111,111,TE,Yes,Rodriguez,Evan,rodvanuezeva
Arizona Cardinals,Bobby Massie,T,Mississippi,0.9281,2012_112,112,OL,Yes,Massie,Bobby,masbbysiebob
Dallas Cowboys,Kyle Wilber,DE,Wake Forest,,2012_113,113,DL,No,Wilber,Kyle,wilyleberkyl
Seattle Seahawks,Jaye Howard,DT,Florida,0.9375,2012_114,114,DL,Yes,Howard,Jaye,howayeardjay
Tennessee Titans,Coty Sensabaugh,CB,Clemson,,2012_115,115,DB,No,Sensabaugh,Coty,senotyughcot
Cincinnati Bengals,Orson Charles,TE,Georgia,0.9464,2012_116,116,TE,Yes,Charles,Orson,chasonlesors
San Francisco 49ers,Joe Looney,G,Wake Forest,0.8608,2012_117,117,OL,Yes,Looney,Joe,loojoeneyjoe
Minnesota Vikings,Jarius Wright,WR,Arkansas,0.8995,2012_118,118,WR,Yes,Wright,Jarius,wriiusghtjar
Washington Redskins,Keenan Robinson,LB,Texas,0.97,2012_119,119,LB,Yes,Robinson,Keenan,robnansonkee
Cleveland Browns,James-Michael Johnson,LB,Nevada-Reno,,2012_120,120,LB,No,Johnson,James-Michael,johaelsonjam
Houston Texans,Keshawn Martin,WR,Michigan State,0.8556,2012_121,121,WR,Yes,Martin,Keshawn,marawntinkes
New Orleans Saints,Nick Toon,WR,Wisconsin,0.9,2012_122,122,WR,Yes,Toon,Nick,tooickoonnic
Philadelphia Eagles,Brandon Boykin,CB,Georgia,0.902,2012_123,123,DB,Yes,Boykin,Brandon,boydonkinbra
Buffalo Bills,Ron Brooks,CB,LSU,0.927,2012_124,124,DB,Yes,Brooks,Ron,broronoksron
Detroit Lions,Ronnell Lewis,DE,Oklahoma,0.9797,2012_125,125,DL,Yes,Lewis,Ronnell,lewellwisron
Houston Texans,Jared Crick,DE,Nebraska,0.8497,2012_126,126,DL,Yes,Crick,Jared,criredickjar
New York Giants,Adrien Robinson,TE,Cincinnati,0.851,2012_127,127,TE,Yes,Robinson,Adrien,robiensonadr
Minnesota Vikings,Rhett Ellison,TE,USC,0.8701,2012_128,128,TE,Yes,Ellison,Rhett,ellettsonrhe
Oakland Raiders,Miles Burris,LB,San Diego State,0.8479,2012_129,129,LB,Yes,Burris,Miles,burlesrismil
Baltimore Ravens,Christian Thompson,FS,South Carolina State,0.8684,2012_130,130,DB,Yes,Thompson,Christian,thoiansonchr
New York Giants,Brandon Mosley,T,Auburn,,2012_131,131,OL,No,Mosley,Brandon,mosdonleybra
Green Bay Packers,Mike Daniels,DE,Iowa,,2012_132,132,DL,No,Daniels,Mike,danikeelsmik
Green Bay Packers,Jerron McMillian,SS,Maine,,2012_133,133,DB,No,McMillian,Jerron,mcmronianjer
Minnesota Vikings,Greg Childs,WR,Arkansas,0.8684,2012_134,134,WR,Yes,Childs,Greg,chiregldsgre
Dallas Cowboys,Matt Johnson,SS,Eastern Washington,,2012_135,135,DB,No,Johnson,Matt,johattsonmat
